name,lat,long,city
5063,Woodstock Airport,41.920956,-71.953117,Woodstock
5064,Toutant Airport,41.9557,-72.054398,Woodstock
5065,Davies Air Field,40.738006,-81.875288,Wooster
5066,Bennetts Field,35.27687,-91.484762,Worden
5067,Wray Municipal Airport,40.10029984,-102.2409973,Wray
5068,Renavair Field,34.654999,-97.214699,Wynnewood
5069,Alsek River Airport,59.1991802403,-138.447293043,Yakutat
5070,Yale Airport,43.111072,-82.786725,Yale
5071,Flying M Airport,45.362098693847656,-123.35600280761719,Yamhill
5072,Greenwood Airport,34.50796,-113.62795,Yucca
5073,Yuma Municipal Airport,40.104198455799995,-102.712997437,Yuma
5074,Mc Mahon Field,46.393699646,-120.222000122,Zillah
5075,Black Rock Airport,35.083199,-108.792,Zuni Pueblo
5076,Abilene Regional Medical Center Heliport,32.374255,-99.743054,Abilene
5077,Northern Lights Seaplane Base,44.872798919677734,-73.28170013427734,Alburg
5078,Aleknagik Seaplane Base,59.27399826049805,-158.62399291992188,Aleknagik
5079,Amook Bay Seaplane Base,57.4715003967,-153.815002441,Amook Bay
5080,Alaska Regional Hospital Heliport,61.21189880371094,-149.82699584960938,Anchorage
5081,Angoon Seaplane Base,57.497097,-134.56722,Angoon
5082,Anthony Balloonport,37.094501,-97.961403,Anthony
5083,Eagles Nest Heliport,28.043899536132812,-81.84860229492188,Auburndale
5084,Mabry Army National Guard Heliport,30.323309,-97.760414,Austin
5085,Starflight Facility Heliport,30.321283,-97.657488,Austin
5086,Brackenridge Hospital Heliport,30.27375,-97.734772,Austin
5087,St. David's North Austin Medical Center Heliport,30.412915,-97.704903,Austin
5088,Seton Medical Center H-4 Heliport,30.304567,-97.746542,Austin
5089,Baranof Warm Springs Float and Seaplane Base,57.088799,-134.833146,Baranof
5090,Bell Island Hot Springs Seaplane Base,55.9291000366,-131.572006226,Bell Island
5091,Vor Lake Waterlane Seaplane Base,66.888454,-151.494856,Bettles
5092,Beaver Lake Seaplane Base,61.58290100097656,-149.83099365234375,Big Lake
5093,Northwest Waterbird Seaplane Base,43.593399,-73.625099,Bolten Landing
5094,Heavenly Flights Heliport,36.180301666259766,-81.5239028930664,Boone
5095,Valley Regional Medical Center Heliport,25.977842,-97.516011,Brownsville
5096,UT Health East Texas Carthage Hospital Heliport,32.166429,-94.346098,Carthage
5097,Chandler Regional Hospital Heliport,33.298117,-111.873527,Chandler
5098,Chatham Seaplane Base,57.5149,-134.945999,Chatham
5099,Francis E Warren Air Force Base,41.133302,-104.866997,Cheyenne
5100,Chignik Bay Seaplane Base,56.295600891099994,-158.401000977,Chignik
5101,Parking Lot Heliport,32.593834,-117.084872,Chula Vista
5102,Blinn Lake Seaplane Base,55.2515983581543,-162.7530059814453,Cold Bay
5103,Scotts Seaplane Base,48.2666015625,-92.483497619629,Crane Lake
5104,North Cypress Medical Center Heliport,29.927545,-95.632832,Cypress
5105,Suckla Farms Balloonport,40.05830001831055,-104.89199829101562,Dacono
5106,Mosby Army Heliport,34.626399993896484,-84.10639953613281,Dahlonega
5107,Halifax Hospital Medical Center Heliport,29.198539,-81.053165,Daytona Beach
5108,La Porte Plant Heliport,29.72894,-95.08945,Deer Park
5109,Mal's Serpent Lake Seaplane Base,46.474098205566406,-93.9186019897461,Deerwood
5110,Birch Lake Seaplane Base,46.36970138549805,-93.81390380859375,Deerwood
5111,Rosacker's Nr 2 Seaplane Base,46.36439895629883,-93.86000061035156,Deerwood
5112,Shirt Lake Seaplane Base,46.430599212646484,-93.83309936523438,Deerwood
5113,Camp Grafton Heliport,48.0625,-98.9292984008789,Devils Lake
5114,Shannons Pond Seaplane Base,59.049905,-158.581682,Dillingham
5115,North Country Seaplane Base,47.0149,-92.168198,Duluth
5116,TGP 409 Heliport,26.41659,-98.135629,Edinburg
5117,Ellamar Seaplane Base,60.893818,-146.704038,Ellamar
5118,Excursion Inlet Seaplane Base,58.420502,-135.449005,Excursion Inlet
5119,Funter Bay Seaplane Base,58.2543983459,-134.897994995,Funter Bay
5120,San Luis Resort Heliport,29.271559,-94.818656,Galveston
5121,U of Texas Medical Branch Emergency Room Heliport,29.312433,-94.779149,Galveston
5122,U of Texas Medical Branch Ewing Hall Heliport,29.313251,-94.778385,Galveston
5123,Mercy Gilbert Medical Center Heliport,33.287759,-111.751454,Gilbert
5124,East Valley ER & Hospital Helipad,33.314114,-111.687419,Gilbert
5125,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,Grand Marais
5126,Greenville Seaplane Base,45.46120071411133,-69.5978012084961,Greenville
5127,Gulf Breeze Hospital Heliport,30.36066,-87.156245,Gulf Breeze
5128,Bartlett Cove Seaplane Base,58.4552001953,-135.884994507,Gustavus
5129,Haines Seaplane Base,59.23500061035156,-135.4409942626953,Haines
5130,Havre De Grace Seaplane Base,39.541500091552734,-76.0697021484375,Havre De Grace
5131,Car Country Heliport,35.987999,-114.926003,Henderson
5132,Hollis Clark Bay Seaplane Base,55.4816017151,-132.645996094,Hollis
5133,Honolulu Municipal Building Heliport,21.304213,-157.854802,Honolulu
5134,Hoonah Seaplane Base,58.112202,-135.451996,Hoonah
5135,Hydaburg Seaplane Base,55.206298828125,-132.8280029296875,Hydaburg
5136,Gary Gale Seaplane Base,30.193899154663086,-81.68190002441406,Jacksonville
5137,South Texas Regional Hospital Heliport,28.9333,-98.524498,Jourdanton
5138,Alascom/Coastal Lena Point Heliport,58.390800476100004,-134.776992798,Juneau
5139,Kahuku Fire & Police Station Heliport,21.674228,-157.946414,Kahuku
5140,Kaupulehu Heliport,19.832881,-155.978347,Kailua-Kona
5141,Kake Seaplane Base,56.973,-133.945999,Kake
5142,Ans Hospital Heliport,59.001800537109375,-158.53199768066406,Kanakanak
5143,Karluk Lake Seaplane Base,57.3670005798,-154.027999878,Karluk Lake
5144,Kasaan Seaplane Base,55.537399292,-132.397994995,Kasaan
5145,Island Lake Seaplane Base,60.70439910888672,-151.31100463867188,Kenai
5146,Otto Kaiser Hospital Heliport,28.849017,-97.877665,Kenedy
5147,Orlando Helicenter,28.312135,-81.46594,Kissimmee
5148,Orlando Helicopter Adventures Heliport,28.333457,-81.487765,Kissimmee
5149,Cole's Seaplane Base,28.28773,-81.385705,Kissimmee
5150,Kissimmee Seaplane Base,28.289441,-81.404995,Kissimmee
5151,Former Orlando Helitours Heliport,28.3345,-81.503765,Kissimmee
5152,Kodiak /Lilly Lake/ Seaplane Base,57.8026008605957,-152.38299560546875,Kodiak
5153,Trident Basin Seaplane Base,57.780799865722656,-152.39100646972656,Kodiak
5154,Scripps Memorial Hospital La Jolla Heliport,32.886279,-117.225502,La Jolla
5155,Laredo Medical Center Heliport,27.533935,-99.477847,Laredo
5156,Summerlin Medical Center Heliport,36.18192,-115.31647,Las Vegas
5157,Las Vegas Helicopters Heliport,36.108101,-115.174004,Las Vegas
5158,Excalibur Hotel/Casino Heliport,36.09814,-115.175405,Las Vegas
5159,Circus Circus Heliport,36.137421,-115.16821,Las Vegas
5160,Alitak Seaplane Base,56.8995018005,-154.248001099,Lazy Bay
5161,Byrd Regional Hospital Heliport,31.137544,-93.269162,Leesville
5162,Surfside Seaplane Base,45.150001525878906,-93.11689758300781,Lino Lakes
5163,Loma Linda University Medical Center Heliport,34.050241,-117.264141,Loma Linda
5164,Queen Mary Heliport,33.749094,-118.19014,Long Beach
5165,Cedars-Sinai Medical Center Heliport,34.07640075683594,-118.38200378417969,Los Angeles
5166,Hughes/Corporate Heliport,33.96609878540039,-118.42400360107422,Los Angeles
5167,Baptist Hospital East Heliport,38.23899841308594,-85.63939666748047,Louisville
5168,Plantation Key Seaplane Base,24.971200942993164,-80.59559631347656,Marathon
5169,Banner Desert Medical Center Heliport,33.3922996521,-111.876998901,Mesa
5170,Maricopa County Sheriff's Office Heliport,33.381085,-111.828917,Mesa
5171,Turf Heliport,33.463199615478516,-111.72899627685547,Mesa
5172,Summit Lake Seaplane Base,60.6411018371582,-149.4969940185547,Moose Pass
5173,Southern Nh Medical Center Heliport,42.75579833984375,-71.46199798583984,Nashua
5174,Jersey Shore Medical Center Heliport,40.209776,-74.041067,Neptune
5175,Acushnet River Seaplane Base,41.647300720214844,-70.9175033569336,New Bedford
5176,Triangle Heliport,40.4682,-74.4668,New Brunswick
5177,New Orleans Downtown Heliport,29.952649,-90.08256,New Orleans
5178,Sentara Norfolk General Hospital Heliport,36.86130142211914,-76.30359649658203,Norfolk
5179,Doctors Lake Seaplane Base,30.12529945373535,-81.74420166015625,Orange Park
5180,Timberlachen Seaplane Base,28.59280014038086,-81.40390014648438,Orlando
5181,Advent Health Orlando Heliport,28.575654,-81.368268,Orlando
5182,Dr. P. Phillips Hospital Heliport,28.429591,-81.477099,Orlando
5183,Sand Lake Seaplane Base,28.4335994720459,-81.49150085449219,Orlando/Buena Vista
5184,Lake Regional Health System Heliport,38.120574,-92.681716,Osage Beach
5185,Huntington Memorial Hospital Heliport,34.134335,-118.152124,Pasadena
5186,Grand Canyon West 2 Heliport,35.99594,-113.78233,Peach Springs
5187,Grand Canyon West 1 Heliport,36.029905,-113.827408,Peach Springs
5188,Sacred Heart Hospital Heliport,30.474932,-87.211831,Pensacola
5189,West Florida Regional Medical Center Heliport,30.500200271606445,-87.25,Pensacola
5190,Baptist Hospital Heliport,30.429399490356445,-87.2311019897461,Pensacola
5191,Sunstate Heliport,33.445318,-111.964567,Phoenix
5192,ASI Heliport,33.447725,-111.99251,Phoenix
5193,Picacho Stagefield Heliport,32.6627893853,-111.487970352,Picacho
5194,Portneuf Medical Center Heliport,42.87447,-112.42228,Pocatello
5195,Point Baker Seaplane Base,56.3518981934,-133.623001099,Point Baker
5196,Port Alice Seaplane Base,55.803,-133.597,Port Alice
5197,Port Bailey Seaplane Base,57.930099487300005,-153.041000366,Port Bailey
5198,Port Williams Seaplane Base,58.4901008606,-152.582000732,Port Williams
5199,Lewis Heliport,27.337131,-98.128417,Premont
5200,Rangeley Lake Seaplane Base,44.95330047607422,-70.66310119628906,Rangeley
5201,Refugio County Memorial Hospital Heliport,28.306522,-97.280551,Refugio
5202,Roche Harbor Seaplane Base,48.60820007324219,-123.16000366210938,Roche Harbor
5203,Strong Memorial Hospital Heliport,43.122299,-77.622803,Rochester
5204,Tonto Ranger Station Heliport,33.670026,-111.141771,Roosevelt
5205,Roosevelt Dam Heliport,33.669535,-111.163819,Roosevelt
5206,Saginaw Seaplane Base,56.8862991333,-134.158004761,Saginaw Bay
5207,Methodist Hospital Texsan Heliport,29.489489,-98.547566,San Antonio
5208,Del Rio Heliport,29.422500610351562,-98.48390197753906,San Antonio
5209,Seaside Heliport,45.84149932861328,-123.927001953125,Seaside
5210,Elliott Park Heliport,47.619652,-122.36031,Seattle
5211,Seldovia Seaplane Base,59.439335,-151.720805,Seldovia
5212,Department of Public Safety Heliport,33.649361,-96.61017,Sherman
5213,Skagway Seaplane Base,59.4468994140625,-135.322998046875,Skagway
5214,Socorro General Hospital Heliport,34.036935,-106.910884,Socorro
5215,Mackeys Lakes Seaplane Base,60.5335998535,-150.996002197,Soldotna
5216,Steamboat Bay Seaplane Base,55.532662,-133.638167,Steamboat Bay
5217,SUNY Health Science Center Heliport,43.042011,-76.140479,Syracuse
5218,West Side Hospital Heliport,35.138949,-119.451463,Taft
5219,The Buttes in Tempe Heliport,33.404643,-111.970194,Tempe
5220,Cross Cut Heliport,33.441279,-111.946957,Tempe
5221,Tempe St. Luke's Hospital Heliport,33.413112,-111.940952,Tempe
5222,Tenakee Seaplane Base,57.77970123291,-135.21800231934,Tenakee Springs
5223,HCA Houston Healthcare Mainland Heliport,29.39501,-94.986355,Texas City
5224,Thorne Bay Seaplane Base,55.687999725299996,-132.537002563,Thorne Bay
5225,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,Tikchik
5226,Tokeen Seaplane Base,55.9370994568,-133.32699585,Tokeen
5227,Madison Aviation Heliport,35.974998474121094,-112.13099670410156,Tusayan
5228,Naukati Bay Seaplane Base,55.849602,-133.227994,Tuxekan Island
5229,Beluga Heliport,61.18080139160156,-151.04100036621094,Tyonek
5230,Bolling Air Force Base,38.854049,-77.012046,Washington
5231,Lost Lake Seaplane Base,61.334999,-149.996994,Wasilla
5232,Wasilla Lake Seaplane Base,61.5863990784,-149.408004761,Wasilla
5233,Wallis Lake Seaplane Base,61.572898864746094,-149.5749969482422,Wasilla
5234,Blodget Lake Seaplane Base,61.5760993958,-149.675994873,Wasilla
5235,Visnaw Lake Seaplane Base,61.6189994812,-149.679000854,Wasilla
5236,Waterfall Seaplane Base,55.296299,-133.242996,Waterfall
5237,Northern Cochise Community Hospital Heliport,32.264473,-109.837897,Willcox
5238,Tyler County Hospital Heliport,30.77630043029785,-94.42829895019531,Woodville
5239,Yakutat Seaplane Base,59.5625,-139.74099731445312,Yakutat
5240,Malta Airport,48.34939956665039,-107.88600158691406,
5241,Fort Devens Moore Army Air Field,42.571961,-71.603766,Ayer
5242,Richards-Gebaur Air Force Base,38.844200134277344,-94.55999755859375,Belton
5243,Grumman Bethpage Airport,40.749401092499994,-73.4960021973,Bethpage
5244,Saginaw Airport,32.862597,-97.378098,Fort Worth
5245,Houston Gulf Airport,29.508301,-95.051399,Houston
5246,White Mountain Airport,44.02000045776367,-71.11000061035156,North Conway
5247,Pennington Gap Airport,36.746101,-83.037201,Pennington Gap
5248,Picayune Pearl River County Airport,30.522499,-89.706902,Picayune
5249,South Weymouth Naval Air Station,42.148602,-70.9394,South Weymouth
5250,Alexander Lake Airport,61.731678,-150.868335,
5251,Grays Harbor Community Hospital Heliport,46.979706,-123.847139,Aberdeen
5252,Abilene Municipal Airport,32.4347,-99.69066,Abilene
5253,Maker / Hughes Airport,32.45079,-99.78213,Abilene
5254,Adak Naval Air Station - Albert E Mitchell Field,51.94097,-176.60105,Adak
5255,Western Air Express Airport / West Mesa Airport,35.086737,-106.718655,Albuquerque
5256,Amchitka Air Force Base,51.381504,179.275997,Amchitka Island
5257,Aviator Hotel Anchorage Heliport,61.218906,-149.886482,Anchorage
5258,Pinnegar Field,40.43625,-122.29167,Anderson
5259,Canyon Lake Heliport,33.536893,-111.428685,Apache Junction
5260,Aransas Pass Municipal Airport,27.884937,-97.149665,Aransas Pass
5261,Alexai Point Army Airfield,52.81416,173.2975,Attu Island
5262,Aurora Airpark,39.7325,-104.654722222,Aurora
5263,Overturf Field,34.997736,-91.978145,Austin
5264,Ascension Seton Northwest Heliport,30.404402,-97.74365,Austin
5265,Penn Field,30.22456,-97.75721,Austin
5266,University Airport,30.34351,-97.71058,Austin
5267,Dell Children's Medical Center Heliport,30.304401,-97.707757,Austin
5268,South Austin Medical Center Heliport,30.225399,-97.774276,Austin
5269,Barton Oaks Heliport,30.263955,-97.780638,Austin
5270,Saint Davids Healthcare Heliport,30.224917,-97.774785,Austin
5271,Saint David's Medical Center Heliport,30.290417,-97.726731,Austin
5272,Austin Executive Airpark,30.41504,-97.66498,Austin
5273,Dell Childrens North Hospital Heliport,30.485456,-97.800944,Austin
5274,Texas Department of Public Safety Austin Heliport,30.327702,-97.72458,Austin
5275,Texas Children's Hospital North Campus Heliport,30.47246,-97.7905,Austin
5276,Phoenix Raceway Heliport,33.37311,-112.30648,Avondale
5277,Phoenix Raceway Infield Heliport,33.3755,-112.30815,Avondale
5278,Baker Intermediate Field,35.28001,-116.06142,Baker
5279,Sandia Creek Airport,30.99442,-103.67338,Balmorhea
5280,Sumerset HIlls Airport,40.7,-74.533,Basking Ridge
5281,Ascension Seton Neighborhood Hospital Heliport,30.10816,-97.34442,Bastrop
5282,Camp Swift Heliport,30.22114,-97.31521,Bastrop
5283,St. David's Emergency Center Bastrop Heliport,30.10283,-97.29191,Bastrop
5284,Mitchell Airfield,30.06693,-94.22507,Beaumont
5285,Bethel Airport (1939),60.79066,-161.781381,Bethel
5286,Bethel Airport (1941),60.774501,-161.726509,Bethel
5287,Scenic Mountain Medical Center Heliport,32.23586,-101.49158,Big Spring
5288,Lake Sawyer Double EE Seaplane Base,47.333418,-122.033576,Black Diamond
5289,Harvey's Airport,33.617426,-114.832072,Blythe
5290,Heron Field,33.606613,-114.574227,Blythe
5291,Hoover Dam Lakeview Heliport,36.01514,-114.75693,Boulder City
5292,Bowie Airport (1929),32.328011,-109.507148,Bowie
5293,Mauldin Airport,25.96744,-97.51692,Brownsville
5294,Hassayampa Field,33.366234,-112.758179,Buckeye
5295,Ascension Seton Highland Lakes Hospital Heliport,30.732575,-98.236241,Burnet
5296,Cambria Pines Airport,35.554736,-121.076609,Cambria
5297,Camp San Luis Obispo Army Airfield,35.3321,-120.7483,Camp San Luis Obispo
5298,Carlsbad Caverns Airpark,32.17535,-104.35881,Carlsbad
5299,Washington Ranch Airport,32.10311,-104.46663,Carlsbad
5300,Carpinteria Airport,34.391,-119.508,Carpinteria
5301,PHI Med 14 Heliport,30.131114,-97.450884,Cedar Creek
5302,AdventHealth Celebration Heliport,28.329336,-81.54285,Celebration
5303,McCarrell Airport,35.16033,-109.49706,Chambers
5304,Lone Butte Landing Strip,33.28971,-111.94063,Chandler
5305,US Border Patrol Comstock Station Heliport,29.6417,-101.13042,Comstock
5306,Corona Airport (1954),33.88047,-117.54645,Corona
5307,Christus Spohn Corpus Christi Shoreline Hospital Heliport,27.77787,-97.39436,Corpus Christi
5308,Rodd Naval Auxiliary Air Station,27.64975,-97.37702,Corpus Christi
5309,STS VIP Heliport,30.099886,-97.72675,Creedmoor
5310,Baca Grande Airfield,37.964777777799995,-105.776666667,Crestone
5311,Culver City (Baker) Airport,33.98883,-118.39902,Culver City
5312,Hughes Airport,33.975,-118.417,Culver City
5313,Datil Landing Area,34.1344,-107.8301,Datil
5314,Wright Field,39.78,-84.10444444439999,Dayton
5315,Del Mar Airport,32.97089,-117.25278,Del Mar
5316,Circuit of the Americas Heliport,30.131743,-97.638357,Del Valle
5317,Circuit of the Americas South Heliport,30.12502,-97.63734,Del Valle
5318,Air Evac 65 Heliport,33.709334,-96.583793,Denison
5319,Texoma Medical Center Heliport,33.709586,-96.5838,Denison
5320,Dinosaur Landing Strip,40.24098,-108.993645,Dinosaur
5321,Converse County Airport (Old) / American Legion Airport,42.744529,-105.36816,Douglas
5322,Forrest Field,31.37449,-109.67495,Douglas
5323,Salt Lick Heliport,30.132764,-98.011984,Driftwood
5324,Duchman Family Winery Helipad,30.10174,-98.01274,Driftwood
5325,Former Dublin Airport,32.1038,-98.30114,Dublin
5326,Wind Rock Ranch Airport,43.47148,-109.48496,Dubois
5327,Dubois Medical Clinic Heliport,43.52679,-109.616,Dubois
5328,Dubois Rest Area Heliport,44.1802,-112.2382,Dubois
5329,Air Evac 25 Heliport,34.47435,-97.96424,Duncan
5330,Comanche Maverick Ranch Airport,28.69581,-100.3981,Eagle Pass
5331,Eagle Pass Municipal Airport,28.70344,-100.48112,Eagle Pass
5332,Schleicher County Medical Center Helipad,30.87005,-100.59301,Eldorado
5333,Escondido Engle Airport,33.12123,-117.10444,Escondido
5334,Burke Ranch Airport,29.72743,-98.6681,Fair Oaks Ranch
5335,Adkins Airport,31.69009,-96.16942,Fairfield
5336,Delta Ultralightport,31.60329,-91.615075,Ferriday
5337,Winona Intermediate Field,35.144336,-111.270819,Flagstaff
5338,Florence Junction Airport (1951),33.254623,-111.346521,Florence Junction
5339,Cook Airport,31.43271,-93.45226,Florien
5340,Kent Landing Field,31.069385,-104.226995,Fort Davis
5341,Winfield Army Airfield,30.88766,-102.82946,Fort Stockton
5342,Bach Helipad,64.83085,-147.66045,Fort Wainwright
5343,Medical City Alliance Heliport,32.900331,-97.312834,Fort Worth
5344,Parkway Surgical Hospital Heliport,32.89611,-97.31321,Fort Worth
5345,Texas Health Harris Methodist Hospital Alliance Helipad,32.93013,-97.30894,Fort Worth
5346,HDC1 Heliport,32.919634,-97.309771,Fort Worth
5347,Luck Field,32.599024,-97.322794,Fort Worth
5348,Johns Island Airstrip,48.66713,-123.15274,Friday Harbor
5349,Alyeska Resort Heliport,60.97,-149.101384,Girdwood
5350,Glendale Galleria Emergency Helipad,34.146228,-118.256723,Glendale
5351,Grasshopper Junction Airfield,35.4031,-114.26021,Golden Valley
5352,Mills County Airport,31.48186,-98.57196,Goldthwaite
5353,Air Evac 69 Heliport,32.43328,-97.80373,Granbury
5354,Middle Hero Seaplane Base,44.756389,-73.266667,Grand Isle
5355,Gray Mountain Airport,35.74682,-111.47959,Gray Mountain
5356,35 Mile Lodge Heliport,59.4375556,-136.2293611,Haines
5357,Big Salmon Heliport,59.403055,-136.013611,Haines
5358,Haleiwa Airfield,21.603853,-158.103819,Haleiwa
5359,Pillar Point Air Force Station Helipad,37.49699,-122.49875,Half Moon Bay
5360,Halls Crossing Airport,37.471133,-110.700431,Halls Crossing
5361,Harlingen Medical Center Heliport,26.157759,-97.674487,Harlingen
5362,Camino de Fierro Airport,27.32774,-98.7193,Hebbronville
5363,Sabine County Hospital Heliport,31.33436,-93.86316,Hemphill
5364,UT Health Henderson Heliport,32.161186,-94.794822,Henderson
5365,Air Evac 51 Heliport,32.02435,-97.09464,Hillsboro
5366,Trinity Hospital Heliport,29.785743,-95.525047,Houston
5367,Meadowlark Airport,33.71722,-118.03878,Huntington Beach
5368,Huntington Beach Airport (1946),33.646,-117.979,Huntington Beach
5369,Wilson Ranch Airport,30.8792,-102.0951,Iraan
5370,Christus Jacksonville Heliport,31.93774,-95.24697,Jacksonville
5371,Baptist Medical Center South Heliport,30.13721,-81.53477,Jacksonville
5372,Christus Southeast Texas Jasper Memorial Hospital Heliport,30.90757,-94.00887,Jasper
5373,Heckendorf Ranches-Georgia Pass Ranch Airport,39.408298,-105.836998,Jefferson
5374,Winters Airport,30.270951,-98.397391,Johnson City
5375,Mercy Hospital Joplin Heliport,37.03726,-94.51104,Joplin
5376,Atascosa County Sheriff's Office Heliport,28.91819,-98.54562,Jourdanton
5377,Barlett Regional Hospital Heliport,58.328608,-134.46565,Juneau
5378,Kahului Heliport,20.88901,-156.43386,Kahului
5379,Old Kona Airport,19.6448,-156.0114,Kailua-Kona
5380,Kualoa Army Airfield,21.51919,-157.83686,Kaneohe
5381,King Airport,29.81493,-95.77244,Katy
5382,Leefe Airport,41.81454,-111.0066,Kemmerer
5383,Robinson Airport,31.85221,-103.07521,Kermit
5384,Dry Tortugas Seaplane Base,24.626836,-82.871925,Key West
5385,Dry Tortugas (South Coaling Dock) Helipad,24.626352,-82.873277,Key West
5386,Coburn Airport,36.28677,-121.14599,King City
5387,Christus Spohn Hospital Kingsville Heliport,27.489274,-97.850262,Kingsville
5388,Orlando Health ER & Medical Pavilion Heliport,28.339807,-81.395217,Kissimmee
5389,Ascension Seton Hays Heliport,30.007222,-97.853333,Kyle
5390,Hays City Airport,30.04735,-97.98354,Kyle
5391,La Grange Municipal Airport - Guenther Field,29.896741,-96.901994,La Grange
5392,Laguna Vista Heliport,26.11271,-97.30817,Laguna Vista
5393,Airlando Airpark,28.37995,-81.52156,Lake Buena Vista
5394,World Drive Emergency Landing Strip,28.35731,-81.56408,Lake Buena Vista
5395,Lake Hamilton Seaplane Base,28.056631,-81.638046,Lake Hamilton
5396,Baylor Scott and White Medical Center Heliport,30.332856,-97.971756,Lakeway
5397,AdventHealth Rollins Brook Heliport,31.07298,-98.18688,Lampasas
5398,Killam & Hurd Airport,27.61656,-99.51985,Laredo
5399,D4C Ranch Airport,36.12484,-115.19534,Las Vegas
5400,Sky Corral Airport,36.13254,-115.17981,Las Vegas
5401,Whitney Airport,36.10431,-115.04439,Las Vegas
5402,Anderson Field / Rockwell Field,36.13583,-115.14532,Las Vegas
5403,Leming Heliport,29.068178,-98.490172,Leming
5404,Moss Hill Airport,30.25058,-94.70649,Liberty
5405,Litchfield Park Airport,33.50185,-112.37484,Litchfield Park
5406,Lamb Healthcare Center Heliport,33.91159,-102.3452,Littlefield
5407,Northeast Methodist Hospital Ground Heliport,29.553092,-98.350527,Live Oak
5408,Hyatt Regency Long Beach Helipad,33.76288,-118.190355,Long Beach
5409,Chateau Thierry Flying Field (1920),33.8026,-118.18825,Long Beach
5410,W Hollywood Helipad,34.101156,-118.325767,Los Angeles
5411,Los Angeles Motordrome,33.96569,-118.44444,Los Angeles
5412,National Guard Airport,34.15059,-118.28229,Los Angeles
5413,Norton Audubon Hospital Heliport,38.214444,-85.7225,Louisville
5414,Lytle Creek Ranger Station Helipad,34.23455,-117.48236,Lytle Creek
5415,Red Bluff Airport,31.99724,-104.02603,Malaga
5416,Zuma Beach Emergency Helipad,34.01885,-118.82685,Malibu
5417,Manzanar Airport,36.73689,-118.144784,Manzanar
5418,Silverbell Army Heliport,32.522268,-111.334291,Marana
5419,Baylor Scott & White Marble Falls Medical Center Heliport,30.51368,-98.30408,Marble Falls
5420,Marlboro Airport,40.3663,-74.254,Marlboro
5421,Prairie Hill Air Force Auxiliary Field,31.63411,-96.7903,Mart
5422,Rio Grande Regional Hospital Helipad,26.18706,-98.22021,McAllen
5423,Eagle Nest Airport,31.486832,-97.37279,McGregor
5424,Medfra Airport,63.106022,-154.719424,Medfra
5425,Mentone Airport,31.71004,-103.5975,Mentone
5426,Gilbert Auxiliary Airfield #1,33.38732,-111.67149,Mesa
5427,Saguaro Lake Helipad,33.574582,-111.537412,Mesa
5428,Parkview Regional Hospital Heliport,31.67598,-96.48126,Mexia
5429,Pinal Dusters Airport,33.00624,-112.04835,Mobile
5430,Monrovia Airport,34.13623,-117.990021,Monrovia
5431,Gila Health Resources Morenci Heliport,33.05022,-109.32863,Morenci
5432,Morgan Hill Airmen Landing Strip,37.14791,-121.64994,Morgan Hill
5433,Sky Lawn Airport,35.36747,-120.83743,Morro Bay
5434,Muleshoe Area Hospital Helipad,34.2217,-102.729,Muleshoe
5435,Muleshoe National Wildlife Refuge Airport,33.95699,-102.77626,Muleshoe
5436,North Hero Passage Seaplane Base,44.854722,-73.285556,North Hero
5437,Longcoy Airport,28.57454,-81.51205,Ocoee
5438,US Border Patrol Brownsville Heliport,26.019558,-97.508152,Olmito
5439,Biosphere Two Landing Field,32.58957,-110.85411,Oracle
5440,El Capitan Lodge Heliport,31.81867,-104.06951,Orla
5441,Premium Heliport,28.389166,-81.488496,Orlando
5442,Orange County Convention Center Heliport,28.430844,-81.456296,Orlando
5443,Orlando Crossings Heliport,28.462666,-81.455259,Orlando
5444,Circle Bar Landing Strip,30.702423,-101.093923,Ozona
5445,Cal Fire Bear Valley Helitack Base,36.57165,-121.18473,Paicines
5446,Palestine Regional Medical Center Heliport,31.732789,-95.626,Palestine
5447,Alaska Heliworx Heliport,61.594722,-149.153889,Palmer
5448,Site 8 NOLF,30.5430555556,-87.3680555556,Pensacola
5449,Lake Pleasant Landing Field,33.82957,-112.26871,Peoria
5450,Henry C. Mustin Naval Air Facility,39.89138,-75.162376,Philadelphia
5451,Saguaro Airport,33.448376,-112.017372,Phoenix
5452,Sky Hi Pioneer Airport,33.6717,-112.00237,Phoenix
5453,Port Aransas Airport (1950),27.82815,-97.07424,Port Aransas
5454,Naval Medical Center Helipad,36.8483333333,-76.31388888890001,Portsmouth
5455,Catron County Heliport,34.315722,-108.309889,Quemado
5456,Kenney Reservoir Seaplane Base,40.115319,-108.708119,Rangley
5457,Caddo Airport,34.21828,-118.52302,Reseda
5458,OakBend Medical Center - Williams Way Hospital Heliport,29.55539,-95.71516,Richmond
5459,Starr County Memorial Hospital Heliport,26.377602,-98.858063,Rio Grande City
5460,Rio Grande City TARS Site,26.5723,-98.81714,Rio Grande City
5461,Unity Hospital Helipad,43.192913,-77.703152,Rochester
5462,Apache Lake Campground Heliport,33.578052,-111.252557,Roosevelt
5463,St. David's Round Rock Medical Center Heliport,30.510166,-97.713159,Round Rock
5464,Salome Airport,33.773118,-113.619919,Salome
5465,Falcon Field Airport,40.71577,-111.94888,Salt Lake City
